Fid,Age,Gender,Street,City,Latitude,Longitude,Community,Followers,Retweets,Likes,Unlikes,Label
10.42.0.211-10.42.0.1-39050-53-17,61,Male,2800 33rd Street,Vernon,50.262131,-119.275262,Politics,124,77,201,20,1
183.79.17.106-10.42.0.211-443-41141-6,76,Female,2800 33rd Street,Vernon,50.262131,-119.275262,Business,424,55,251,20,1
10.42.0.1-10.42.0.42-53-60303-17,74,Female,1200 Hospital Bench,Trail,49.10318,-117.70147,Neighbourhood,43,55,251,20,1
10.42.0.211-23.206.125.17-54304-80-6,67,Female,1200 Hospital Bench,Trail,49.10318,-117.70147,Education,154,98,283,13,1
10.42.0.211-103.7.30.118-45636-80-6,69,Male,1200 Hospital Bench,Trail,49.10318,-117.70147,Sports,393,54,29,13,1
172.217.3.110-10.42.0.151-443-50599-6,52,Female,2268 Pandosy Street,Kelowna,49.873281,-119.491273,Politics,203,88,113,13,1
10.42.0.151-10.42.0.1-18686-53-17,49,Female,2268 Pandosy Street,Kelowna,49.873281,-119.491273,Business,140,91,245,10,1
171.84.4.11-10.42.0.211-80-45145-6,73,Male,2268 Pandosy Street,Kelowna,49.873281,-119.491273,Neighbourhood,326,57,201,22,1
10.42.0.211-31.13.80.8-41035-443-6,36,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Politics,483,56,291,10,1
192.229.163.180-10.42.0.151-443-39466-6,45,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Business,259,80,291,10,1
10.42.0.151-10.42.0.1-59977-53-17,63,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Neighbourhood,227,96,291,10,1
198.11.132.178-10.42.0.211-443-37369-6,47,Female,312 15th Avenue N,Creston,49.098702,-116.508309,Education,673,32,113,11,1
10.42.0.151-10.42.0.1-43517-53-17,53,Female,312 15th Avenue N,Creston,49.098702,-116.508309,Sports,576,86,141,10,1
10.42.0.151-124.195.3.20-39949-80-6,67,Female,312 15th Avenue N,Creston,49.098702,-116.508309,Politics,180,65,27,10,1
10.42.0.211-10.42.0.1-10663-53-17,81,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Music,90,79,35,10,1
10.42.0.211-118.242.24.59-37969-18013-6,68,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Sports,505,68,27,10,0
198.11.132.178-10.42.0.211-443-48328-6,63,Female,951 Murray Street,Lillooet,50.689254,-121.939063,Politics,245,94,103,21,1
220.243.219.55-10.42.0.211-80-60876-6,64,Female,1501 5th Avenue,Fernie,49.51284,-115.0566,Business,186,95,479,21,1
172.217.10.234-10.42.0.151-443-37950-6,72,Female,1501 5th Avenue,Fernie,49.51284,-115.0566,Neighbourhood,208,76,29,21,0
157.240.18.36-10.42.0.151-443-55261-6,67,Female,1501 5th Avenue,Fernie,49.51284,-115.0566,Education,623,80,113,21,0
10.42.0.211-66.231.239.122-40238-80-6,67,Female,550 Carmi Avenue,Penticton,49.482657,-119.578687,Sports,180,102,39,11,1
10.42.0.211-52.179.184.189-46962-443-6,62,Male,550 Carmi Avenue,Penticton,49.482657,-119.578687,Politics,496,63,251,11,0
219.142.78.217-10.42.0.211-80-48860-6,64,Female,550 Carmi Avenue,Penticton,49.482657,-119.578687,Business,118,54,201,21,1
10.42.0.151-52.84.134.65-51799-443-6,80,Female,13 24th Avenue N,Cranbrook,49.512483,-115.748688,Neighbourhood,102,62,113,21,1
180.149.136.247-10.42.0.211-80-52080-6,31,Female,13 24th Avenue N,Cranbrook,49.512483,-115.748688,Politics,342,92,29,14,0
172.217.8.3-10.42.0.151-443-37215-6,63,Male,13 24th Avenue N,Cranbrook,49.512483,-115.748688,Business,225,75,277,16,1
10.42.0.211-10.42.0.1-53571-53-17,56,Female,1200 Newlands Road,Revelstoke,50.976799,-118.191902,Neighbourhood,185,86,469,16,1
10.42.0.42-104.193.88.109-49673-80-6,63,Male,1200 Newlands Road,Revelstoke,50.976799,-118.191902,Education,276,46,451,16,1
10.42.0.211-119.146.74.33-50609-443-6,50,Female,1200 Newlands Road,Revelstoke,50.976799,-118.191902,Sports,87,84,39,16,1
10.42.0.151-34.202.169.231-51805-443-6,67,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Politics,744,53,183,16,0
10.42.0.211-66.198.24.224-54375-443-6,78,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Neighbourhood,262,75,333,16,1
10.42.0.151-10.42.0.1-5918-53-17,69,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Politics,271,87,245,16,1
198.11.136.24-10.42.0.211-443-33393-6,79,Female,517 6th Avenue N,Williams Lake,52.137421,-122.143656,Business,141,87,245,16,0
10.42.0.211-123.125.115.164-42267-443-6,69,Female,517 6th Avenue N,Williams Lake,52.137421,-122.143656,Neighbourhood,198,81,201,16,0
10.42.0.1-10.42.0.42-53-1837-17,79,Female,517 6th Avenue N,Williams Lake,52.137421,-122.143656,Education,150,88,157,16,1
172.217.9.237-10.42.0.151-443-38299-6,71,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Sports,241,85,121,16,1
172.217.6.195-10.42.0.211-443-46956-6,68,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Politics,196,79,201,15,1
10.42.0.211-121.12.98.62-55471-80-6,66,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Music,149,60,201,11,0
10.42.0.1-10.42.0.42-53-24808-17,81,Female,2101 32nd Street,Vernon,50.256925,-119.273751,Sports,264,80,291,15,1
10.42.0.42-119.146.74.32-45357-443-6,66,Female,2101 32nd Street,Vernon,50.256925,-119.273751,Politics,246,80,291,15,1
10.42.0.211-54.192.36.221-39268-443-6,83,Male,2101 32nd Street,Vernon,50.256925,-119.273751,Business,309,62,179,15,1
140.205.250.8-10.42.0.42-443-43716-6,68,Male,311 Columbia Street,Kamloops,50.671418,-120.334025,Neighbourhood,140,75,201,15,1
172.217.3.110-10.42.0.151-443-57169-6,67,Female,311 Columbia Street,Kamloops,50.671418,-120.334025,Education,175,51,43,16,1
10.42.0.211-119.146.74.34-50876-80-6,76,Female,311 Columbia Street,Kamloops,50.671418,-120.334025,Sports,136,75,141,16,1
206.126.112.141-10.42.0.151-443-43380-6,60,Male,98 Ridgewood Drive,Princeton,49.453436,-120.526235,Politics,1623,85,29,15,1
10.42.0.211-31.13.80.5-46629-443-6,75,Male,98 Ridgewood Drive,Princeton,49.453436,-120.526235,Business,50,65,113,15,1
10.42.0.1-10.42.0.42-53-43296-17,74,Male,98 Ridgewood Drive,Princeton,49.453436,-120.526235,Neighbourhood,101,72,181,15,1
10.42.0.211-54.235.89.91-42262-443-6,70,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Politics,144,100,111,14,1
172.217.7.16-10.42.0.151-443-37403-6,68,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Business,238,83,29,15,1
172.217.10.35-10.42.0.211-443-34894-6,70,Male,1440 14th Avenue,Vernon,50.251803,-119.248454,Neighbourhood,354,80,49,15,1
202.77.129.185-10.42.0.211-80-51482-6,71,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Education,451,77,113,15,1
10.42.0.151-64.71.142.125-34030-443-6,62,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Neighbourhood,159,85,201,12,0
10.42.0.151-58.215.168.151-56558-80-6,73,Male,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Politics,170,85,201,14,1
10.42.0.42-123.125.29.138-36283-443-6,57,Male,7441 2nd Street,Grand Forks,49.034228,-118.438175,Business,243,68,453,12,0
172.217.12.142-10.42.0.211-443-49789-6,54,Male,7441 2nd Street,Grand Forks,49.034228,-118.438175,Neighbourhood,141,79,97,10,1
172.217.10.46-10.42.0.151-443-60143-6,79,Male,7441 2nd Street,Grand Forks,49.034228,-118.438175,Education,112,81,185,14,1
172.217.6.206-10.42.0.151-443-33862-6,65,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Sports,262,18,375,22,1
172.217.3.97-10.42.0.151-443-32982-6,60,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Politics,53,96,291,22,0
174.35.73.136-10.42.0.211-443-48784-6,67,Male,612 Park Drive,Clearwater,51.646934,-120.021686,Music,134,96,291,22,1
174.35.50.75-10.42.0.211-80-37382-6,50,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Sports,204,70,27,12,1
10.42.0.211-77.234.44.40-58513-80-6,57,Male,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Politics,678,90,167,14,1
10.42.0.42-123.59.190.237-52096-80-6,73,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Business,182,94,139,22,0
172.217.10.232-10.42.0.42-443-51329-6,56,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Neighbourhood,162,66,29,14,1
10.42.0.211-10.42.0.1-42202-53-17,76,Female,243 16th Avenue N,Creston,49.097769,-116.507203,Education,177,90,113,22,0
10.42.0.151-54.192.38.18-42725-443-6,57,Male,243 16th Avenue N,Creston,49.097769,-116.507203,Sports,27,91,135,22,1
10.42.0.211-14.204.144.142-38351-80-6,77,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Politics,699,75,29,14,0
10.42.0.211-10.42.0.1-52019-53-17,79,Male,835 9th Avenue S,Golden,51.296527,-116.966604,Business,358,75,439,14,1
10.42.0.211-47.88.66.107-60228-443-6,75,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Neighbourhood,1677,45,375,14,0
192.229.163.180-10.42.0.211-443-40952-6,62,Female,126 King Street,Kamloops,50.690924,-120.360736,Politics,529,45,375,14,1
203.205.151.47-10.42.0.211-80-40390-6,71,Male,126 King Street,Kamloops,50.690924,-120.360736,Business,310,26,439,15,1
10.42.0.211-10.42.0.1-12185-53-17,54,Male,126 King Street,Kamloops,50.690924,-120.360736,Neighbourhood,47,34,113,15,1
10.42.0.42-104.192.110.245-51354-443-6,79,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Education,379,34,113,15,1
10.42.0.151-10.42.0.1-60060-53-17,51,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Education,30,70,51,15,0
10.42.0.211-52.84.40.205-47600-443-6,42,Male,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Sports,472,36,303,13,1
174.35.73.77-10.42.0.211-80-50427-6,45,Male,3451 Voght Street,Merritt,50.121147,-120.772808,Politics,113,84,245,10,0
10.42.0.211-31.13.80.52-57393-443-6,57,Male,3451 Voght Street,Merritt,50.121147,-120.772808,Music,114,102,461,15,1
172.217.3.106-10.42.0.211-443-35444-6,79,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Sports,116,48,439,14,1
239.255.255.250-10.42.0.1-1900-35532-17,73,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Politics,448,79,463,14,1
205.204.101.182-10.42.0.211-443-60118-6,68,Male,333 Victoria Street,Nelson,49.490375,-117.295536,Business,264,75,375,22,1
182.22.31.124-10.42.0.151-443-50824-6,71,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Neighbourhood,169,92,71,22,1
10.42.0.211-104.97.95.172-48625-80-6,35,Male,740 Carmi Avenue,Penticton,49.482621,-119.575006,Education,145,91,251,22,1
203.205.147.229-10.42.0.211-80-48644-6,76,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Sports,288,107,113,22,1
10.42.0.211-10.42.0.1-56991-53-17,81,Male,740 Carmi Avenue,Penticton,49.482621,-119.575006,Politics,381,90,291,10,1
172.217.10.104-10.42.0.211-443-53162-6,69,Male,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Business,176,69,375,10,1
10.42.0.151-14.17.42.57-33208-80-6,69,Female,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Neighbourhood,215,78,439,10,0
172.217.3.99-10.42.0.211-443-41569-6,65,Female,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Politics,278,78,439,10,1
172.217.10.230-10.42.0.211-443-41599-6,69,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Business,188,60,29,12,0
10.42.0.211-112.80.248.187-44916-80-6,61,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Neighbourhood,174,65,439,13,1
203.205.158.60-10.42.0.211-80-57137-6,56,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Education,226,64,201,21,1
10.42.0.211-106.39.169.66-53148-80-6,51,Female,487 Borland Street,Williams Lake,52.129652,-122.139615,Neighbourhood,111,70,201,21,1
10.42.0.211-114.134.80.163-34218-80-6,76,Female,487 Borland Street,Williams Lake,52.129652,-122.139615,Politics,157,58,157,21,1
10.42.0.211-104.192.110.245-34811-80-6,79,Female,487 Borland Street,Williams Lake,52.129652,-122.139615,Business,46,85,201,13,1
10.42.0.211-10.42.0.1-49142-53-17,60,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Neighbourhood,49,81,201,13,1
211.144.37.229-10.42.0.211-80-59949-6,54,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Education,374,85,479,13,1
10.42.0.151-10.42.0.1-38040-53-17,49,Male,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Sports,349,90,29,12,0
10.42.0.211-66.102.255.61-35485-443-6,38,Male,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Politics,325,70,69,13,1
10.42.0.211-103.235.46.211-56322-443-6,64,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Music,233,60,491,11,1
10.42.0.211-10.42.0.1-6860-53-17,31,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Sports,531,80,201,13,1
180.149.136.194-10.42.0.42-443-42077-6,54,Male,707 10th Street,Castlegar,49.314742,-117.660589,Politics,153,90,29,22,1
10.42.0.211-23.203.49.224-55220-80-6,52,Male,707 10th Street,Castlegar,49.314742,-117.660589,Business,80,60,29,12,1
10.42.0.211-10.42.0.1-59401-53-17,49,Male,707 10th Street,Castlegar,49.314742,-117.660589,Neighbourhood,198,80,201,12,1
172.217.7.131-10.42.0.211-443-45861-6,62,Male,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Education,568,91,181,13,0
172.217.3.110-10.42.0.151-443-50599-6,56,Male,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Sports,918,74,183,13,1
172.217.7.195-10.42.0.211-443-42533-6,79,Female,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Politics,82,65,57,18,1
10.42.0.151-52.225.128.25-37328-443-6,33,Male,376 Tranquille Road,Kamloops,50.689201,-120.358027,Education,198,65,57,18,1
222.73.28.96-10.42.0.211-80-37142-6,78,Male,376 Tranquille Road,Kamloops,50.689201,-120.358027,Sports,211,70,57,18,0
10.42.0.211-66.198.24.240-49772-443-6,71,Female,376 Tranquille Road,Kamloops,50.689201,-120.358027,Politics,120,60,1,18,1
10.42.0.211-31.13.69.245-59877-80-6,68,Female,673 A Avenue,Kaslo,49.913907,-116.914249,Music,269,29,27,21,1
10.42.0.42-111.206.25.159-46241-80-6,57,Male,673 A Avenue,Kaslo,49.913907,-116.914249,Sports,128,36,27,21,0
10.42.0.211-23.7.54.6-56697-443-6,76,Female,673 A Avenue,Kaslo,49.913907,-116.914249,Politics,166,37,57,21,1
172.217.10.238-10.42.0.211-80-59344-6,74,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Business,211,87,57,20,0
180.76.152.193-10.42.0.42-80-41206-6,64,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Neighbourhood,369,40,11,11,1
10.42.0.211-52.94.232.33-56669-443-6,59,Female,260 4th Avenue,Kimberley,49.690106,-115.985778,Education,91,25,35,11,1
10.42.0.211-69.147.82.215-60442-443-6,57,Male,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Sports,267,25,35,11,0
10.42.0.151-104.244.43.131-49741-443-6,70,Male,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Politics,198,78,35,11,1
172.217.3.106-10.42.0.211-443-49160-6,63,Female,5 Beryl Drive,Logan Lake,50.497372,-120.815362,Business,371,43,35,22,1
157.240.18.15-10.42.0.211-443-47276-6,62,Female,311 Railway Avenue,Salmo,49.19538,-117.278538,Neighbourhood,288,45,35,22,1
172.217.12.170-10.42.0.151-443-46845-6,62,Female,311 Railway Avenue,Salmo,49.19538,-117.278538,Politics,221,48,7,22,1
208.80.154.224-10.42.0.151-443-56517-6,67,Female,311 Railway Avenue,Salmo,49.19538,-117.278538,Business,427,40,21,11,0
10.42.0.211-10.42.0.1-64672-53-17,45,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Neighbourhood,310,60,161,20,1
10.42.0.211-64.71.142.113-47498-80-6,66,Female,570 Pine Avenue,Sparwood,49.721453,-114.892672,Education,158,60,161,20,1
10.42.0.211-10.42.0.1-20986-53-17,42,Male,570 Pine Avenue,Sparwood,49.721453,-114.892672,Neighbourhood,198,72,143,20,1
10.42.0.211-23.194.141.191-33359-443-6,49,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Politics,145,62,85,20,0
182.22.120.246-10.42.0.151-443-49171-6,68,Male,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Business,247,86,15,20,0
10.42.0.151-23.74.67.241-40245-80-6,56,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Neighbourhood,102,0,87,18,1
10.42.0.211-10.42.0.1-65427-53-17,50,Male,850 10th Avenue,Invermere,50.506441,-116.032224,Education,179,70,510,18,0
10.42.0.211-52.86.21.31-51498-443-6,30,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Sports,73,95,149,18,1
10.42.0.151-64.71.142.125-33337-443-6,68,Female,850 10th Avenue,Invermere,50.506441,-116.032224,Politics,263,95,149,18,1
172.217.11.46-10.42.0.211-443-57370-6,58,Female,951 Murray Street,Lillooet,50.689254,-121.939063,Music,342,72,550,19,1
10.42.0.211-23.66.169.52-32781-80-6,53,Male,951 Murray Street,Lillooet,50.689254,-121.939063,Sports,41,75,51,11,1
172.217.3.106-10.42.0.211-443-55162-6,66,Female,951 Murray Street,Lillooet,50.689254,-121.939063,Politics,13,74,15,21,1
209.10.120.26-10.42.0.211-80-36254-6,63,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Business,79,75,121,11,1
10.42.0.151-10.42.0.1-2066-53-17,78,Female,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Neighbourhood,358,88,15,21,1
10.42.0.1-10.42.0.42-53-15168-17,76,Male,97 1st Avenue NE,Nakusp,50.238827,-117.795233,Education,162,40,53,11,1
10.42.0.211-104.192.108.27-42082-80-6,50,Male,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Sports,150,72,161,20,1
10.42.0.151-52.84.134.158-38846-443-6,67,Male,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Politics,26,72,161,20,1
10.42.0.211-23.205.16.85-52487-80-6,51,Female,1200 Newlands Road,Revelstoke,50.97764,-118.19052,Business,250,35,15,10,1
206.126.112.140-10.42.0.151-443-59983-6,78,Female,575A Main Street,Lytton,50.234313,-121.580874,Neighbourhood,792,36,165,10,0
10.42.0.211-10.42.0.1-14695-53-17,71,Male,575A Main Street,Lytton,50.234313,-121.580874,Education,146,70,61,15,1
174.35.73.198-10.42.0.151-80-39102-6,66,Female,575A Main Street,Lytton,50.234313,-121.580874,Sports,440,70,135,15,1
10.42.0.1-10.42.0.42-53-53583-17,35,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Politics,289,65,19,15,1
10.42.0.151-104.89.122.210-46731-443-6,73,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Business,242,43,580,15,1
10.42.0.151-10.42.0.1-38577-53-17,56,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Neighbourhood,123,43,580,15,0
172.217.11.2-10.42.0.42-443-49866-17,77,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Politics,161,73,161,22,0
174.35.73.107-10.42.0.211-80-53231-6,63,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Business,268,56,710,22,1
172.217.12.174-10.42.0.42-80-49285-6,62,Female,20 23rd Avenue S,Cranbrook,49.510746,-115.751151,Neighbourhood,259,35,137,22,1
209.10.120.26-10.42.0.211-80-43487-6,1,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Education,26,85,161,22,1
10.42.0.151-31.13.69.195-56926-443-6,1,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Sports,153,25,21,12,0
10.42.0.211-108.174.10.10-43244-80-6,1,Female,1440 14th Avenue,Vernon,50.251803,-119.248454,Politics,424,35,27,11,1
172.217.10.234-10.42.0.151-443-43616-6,47,Male,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Music,375,35,27,11,0
10.42.0.211-36.110.213.49-49739-80-6,1,Female,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Sports,179,17,27,10,1
10.42.0.211-103.235.46.211-59391-443-6,50,Male,851 16th Street NE,Salmon Arm,50.705422,-119.268678,Politics,383,24,11,10,1
10.42.0.211-54.192.36.247-49198-443-6,46,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Business,440,29,53,17,0
172.217.7.195-10.42.0.211-80-41719-6,75,Male,612 Park Drive,Clearwater,51.646934,-120.021686,Neighbourhood,195,38,15,17,1
10.42.0.211-98.139.180.149-49835-80-6,69,Female,612 Park Drive,Clearwater,51.646934,-120.021686,Education,1297,53,5,17,0
10.42.0.151-10.42.0.1-52531-53-17,73,Female,243 16th Avenue N,Creston,49.097769,-116.507203,Sports,217,58,77,17,1
172.217.10.106-10.42.0.151-443-34138-6,67,Female,243 16th Avenue N,Creston,49.097769,-116.507203,Politics,87,50,71,18,1
220.243.235.201-10.42.0.211-80-43722-6,34,Female,243 16th Avenue N,Creston,49.097769,-116.507203,Business,427,49,33,18,1
10.42.0.211-10.42.0.1-37552-53-17,57,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Neighbourhood,189,65,33,18,0
10.42.0.151-119.146.74.49-42885-80-6,58,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Politics,502,64,41,19,0
151.101.117.140-10.42.0.211-443-37331-6,58,Female,835 9th Avenue S,Golden,51.296527,-116.966604,Business,260,70,15,19,0
172.217.3.106-10.42.0.211-443-33079-6,1,Female,7441 2nd Street,Grand Forks,49.034228,-118.438175,Neighbourhood,209,50,53,20,1
183.79.249.252-10.42.0.211-443-33322-6,73,Female,7441 2nd Street,Grand Forks,49.034228,-118.438175,Education,179,38,53,19,1
10.42.0.151-104.254.66.16-47785-80-6,56,Female,7441 2nd Street,Grand Forks,49.034228,-118.438175,Sports,179,38,53,19,1
10.42.0.211-23.194.141.191-41933-443-6,60,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Politics,69,63,21,11,0
10.42.0.211-66.102.255.61-38596-443-6,1,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Neighbourhood,105,48,15,11,1
219.147.93.205-10.42.0.151-443-47670-6,1,Female,505 Doyle Avenue,Kelowna,49.888762,-119.492542,Politics,266,48,73,10,1
10.42.0.151-10.42.0.1-60051-53-17,1,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Business,87,48,73,10,1
10.42.0.151-104.244.43.99-41235-443-6,57,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Neighbourhood,524,35,15,10,1
10.42.0.151-10.42.0.1-26317-53-17,65,Female,3451 Voght Street,Merritt,50.121147,-120.772808,Education,155,68,15,16,1
172.217.10.238-10.42.0.151-443-35540-6,1,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Sports,162,66,33,15,1
172.217.3.106-10.42.0.42-443-47522-17,64,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Politics,316,59,53,15,1
172.217.7.164-10.42.0.151-443-41012-6,1,Female,333 Victoria Street,Nelson,49.490375,-117.295536,Music,352,65,53,15,1
10.42.0.42-122.225.81.61-47334-80-6,1,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Sports,695,65,53,15,1
192.229.173.173-10.42.0.151-443-39423-6,73,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Politics,76,70,11,15,1
10.42.0.211-106.39.169.66-46236-80-6,38,Female,740 Carmi Avenue,Penticton,49.482621,-119.575006,Business,535,71,53,13,1
10.42.0.151-10.42.0.1-8831-53-17,1,Female,1500 Columbia Avenue,Trail,49.098068,-117.70327,Neighbourhood,310,50,11,11,1
10.42.0.211-66.198.24.243-45733-80-6,54,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Education,390,42,33,13,1
174.35.73.97-10.42.0.211-443-36361-6,54,Male,1500 Columbia Avenue,Trail,49.098068,-117.70327,Sports,369,45,57,13,1
183.56.172.140-10.42.0.151-80-59416-6,62,Female,487 Borland Street,Williams Lake,52.129652,-122.139615,Politics,112,55,53,22,1
180.149.136.194-10.42.0.211-80-54171-6,58,Female,487 Borland Street,Williams Lake,52.129652,-122.139615,Business,79,35,43,21,1
10.42.0.211-52.22.102.34-57140-443-6,64,Male,487 Borland Street,Williams Lake,52.129652,-122.139615,Neighbourhood,140,62,73,10,0
10.42.0.211-111.1.17.152-48287-80-6,70,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Politics,315,62,73,10,1
10.42.0.151-10.42.0.1-32711-53-17,53,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Business,262,18,33,20,1
157.240.18.10-10.42.0.151-443-51130-6,66,Female,555 Cedar Avenue S,100 Mile House,51.638711,-121.292384,Neighbourhood,174,62,79,11,1
209.10.120.26-10.42.0.211-80-36753-6,56,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Education,424,-10,81,17,0
10.42.0.211-23.208.168.108-39267-80-6,60,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Neighbourhood,135,-10,81,17,1
10.42.0.211-31.13.71.1-51940-443-6,47,Female,700 Ash-Cache Creek Highway,Ashcroft,50.734772,-121.280163,Politics,36,34,21,17,1
192.229.173.173-10.42.0.211-80-39765-6,1,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Business,1906,57,101,15,0
205.185.216.42-10.42.0.151-80-52973-6,67,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Neighbourhood,219,36,105,11,0
205.185.216.42-10.42.0.42-80-36308-6,70,Female,4936 Barriere Town Road,Barriere,51.189269,-120.133339,Education,135,50,133,11,1
10.42.0.151-23.208.26.242-36160-443-6,62,Male,707 10th Street,Castlegar,49.314742,-117.660589,Sports,147,46,133,11,1
172.217.10.78-10.42.0.42-443-51018-6,50,Female,707 10th Street,Castlegar,49.314742,-117.660589,Politics,407,46,133,11,1
182.254.5.234-10.42.0.211-80-56925-6,58,Female,707 10th Street,Castlegar,49.314742,-117.660589,Music,402,75,39,10,1
174.35.73.111-10.42.0.211-80-51312-6,71,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Sports,209,25,31,21,1
172.217.10.234-10.42.0.151-443-42206-6,50,Female,825 Thompson Avenue,Chase,50.818238,-119.68568,Politics,92,0,31,21,0
10.42.0.211-123.125.104.197-42637-80-6,61,Male,825 Thompson Avenue,Chase,50.818238,-119.68568,Business,208,56,31,12,1
216.58.219.226-10.42.0.211-443-55294-6,63,Male,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Neighbourhood,193,42,97,15,1
172.217.10.142-10.42.0.211-443-50431-6,63,Female,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Education,65,65,39,15,0
180.163.255.159-10.42.0.42-443-32811-6,69,Male,1510 Cariboo Highway,Clinton,51.093102,-121.585021,Sports,284,51,79,15,1
172.217.1.163-10.42.0.42-443-47732-6,32,Female,200-235 Lansdowne Street,Kamloops,50.67668,-120.335827,Politics,285,79,73,15,1
